,quality,cost
0,20.110258689436257,20.040833333333335
1,20.110258689436257,19.895833333333336
2,20.110258689436257,19.750833333333333
3,20.110258689436257,19.605833333333333
4,20.110258689436257,19.460833333333337
5,20.110258689436257,20.011666666666667
6,20.110258689436257,19.866666666666667
7,20.110258689436257,19.721666666666668
8,20.110258689436257,19.576666666666668
9,20.110258689436257,19.43166666666667
10,20.110258689436257,19.9825
11,20.110258689436257,19.837500000000002
12,20.110258689436257,19.6925
13,20.110258689436257,19.5475
14,20.110258689436257,19.4025
15,20.110258689436257,19.953333333333337
16,20.110258689436257,19.808333333333337
17,20.110258689436257,19.663333333333334
18,20.110258689436257,19.518333333333338
19,20.110258689436257,19.37333333333334
20,20.110258689436257,19.924166666666665
21,20.110258689436257,19.77916666666667
22,20.110258689436257,19.634166666666665
23,20.110258689436257,19.489166666666666
24,20.110258689436257,19.344166666666666
25,20.110258689436257,19.895000000000003
26,20.110258689436257,19.750000000000004
27,20.110258689436257,19.605
28,20.110258689436257,19.46
29,20.110258689436257,19.315000000000005
30,20.110258689436257,19.865833333333335
31,20.110258689436257,19.720833333333335
32,20.110258689436257,19.575833333333335
33,20.110258689436257,19.430833333333336
34,20.110258689436257,19.285833333333336
35,20.772788322807415,19.83666666666667
36,20.772788322807415,19.69166666666667
37,20.772788322807415,19.546666666666667
38,20.772788322807415,19.401666666666667
39,20.772788322807415,19.256666666666668
40,23.28498130960079,19.8075
41,23.28498130960079,19.6625
42,23.28498130960079,19.5175
43,23.28498130960079,19.372500000000002
44,23.28498130960079,19.227500000000003
45,23.659398793721255,19.778333333333336
46,23.659398793721255,19.63333333333334
47,23.659398793721255,19.488333333333337
48,23.659398793721255,19.343333333333337
49,23.659398793721255,19.198333333333338
50,23.659398793721255,19.749166666666667
51,23.659398793721255,19.604166666666668
52,23.659398793721255,19.459166666666665
53,23.659398793721255,19.314166666666665
54,23.659398793721255,19.16916666666667
55,20.110258689436257,20.040833333333335
56,20.110258689436257,19.895833333333336
57,20.110258689436257,19.750833333333333
58,20.110258689436257,19.605833333333333
59,20.110258689436257,19.460833333333337
60,20.110258689436257,20.011666666666667
61,20.110258689436257,19.866666666666667
62,20.110258689436257,19.721666666666668
63,20.110258689436257,19.576666666666668
64,20.110258689436257,19.43166666666667
65,20.110258689436257,19.9825
66,20.110258689436257,19.837500000000002
67,20.110258689436257,19.6925
68,20.110258689436257,19.5475
69,20.110258689436257,19.4025
70,20.110258689436257,19.953333333333337
71,20.110258689436257,19.808333333333337
72,20.110258689436257,19.663333333333334
73,20.110258689436257,19.518333333333338
74,20.110258689436257,19.37333333333334
75,20.110258689436257,19.924166666666665
76,20.110258689436257,19.77916666666667
77,20.110258689436257,19.634166666666665
78,20.110258689436257,19.489166666666666
79,20.110258689436257,19.344166666666666
80,20.110258689436257,19.895000000000003
81,20.110258689436257,19.750000000000004
82,20.110258689436257,19.605
83,20.110258689436257,19.46
84,20.110258689436257,19.315000000000005
85,20.110258689436257,19.865833333333335
86,20.110258689436257,19.720833333333335
87,20.110258689436257,19.575833333333335
88,20.110258689436257,19.430833333333336
89,20.110258689436257,19.285833333333336
90,20.772788322807415,19.83666666666667
91,20.772788322807415,19.69166666666667
92,20.772788322807415,19.546666666666667
93,20.772788322807415,19.401666666666667
94,20.772788322807415,19.256666666666668
95,23.28498130960079,19.8075
96,23.28498130960079,19.6625
97,23.28498130960079,19.5175
98,23.28498130960079,19.372500000000002
99,23.28498130960079,19.227500000000003
100,23.659398793721255,19.778333333333336
101,23.659398793721255,19.63333333333334
102,23.659398793721255,19.488333333333337
103,23.659398793721255,19.343333333333337
104,23.659398793721255,19.198333333333338
105,23.659398793721255,19.749166666666667
106,23.659398793721255,19.604166666666668
107,23.659398793721255,19.459166666666665
108,23.659398793721255,19.314166666666665
109,23.659398793721255,19.16916666666667
110,20.110258689436257,20.130833333333335
111,20.110258689436257,19.985833333333336
112,20.110258689436257,19.840833333333332
113,20.110258689436257,19.695833333333333
114,20.110258689436257,19.550833333333337
115,20.110258689436257,20.101666666666667
116,20.110258689436257,19.956666666666667
117,20.110258689436257,19.811666666666667
118,20.110258689436257,19.666666666666668
119,20.110258689436257,19.52166666666667
120,20.110258689436257,20.0725
121,20.110258689436257,19.927500000000002
122,20.110258689436257,19.7825
123,20.110258689436257,19.6375
124,20.110258689436257,19.4925
125,20.110258689436257,20.043333333333337
126,20.110258689436257,19.898333333333337
127,20.110258689436257,19.753333333333334
128,20.110258689436257,19.608333333333338
129,20.110258689436257,19.46333333333334
130,20.110258689436257,20.014166666666664
131,20.110258689436257,19.86916666666667
132,20.110258689436257,19.724166666666665
133,20.110258689436257,19.579166666666666
134,20.110258689436257,19.434166666666666
135,20.110258689436257,19.985000000000003
136,20.110258689436257,19.840000000000003
137,20.110258689436257,19.695
138,20.110258689436257,19.55
139,20.110258689436257,19.405000000000005
140,20.110258689436257,19.955833333333334
141,20.110258689436257,19.810833333333335
142,20.110258689436257,19.665833333333335
143,20.110258689436257,19.520833333333336
144,20.110258689436257,19.375833333333336
145,20.772788322807415,19.92666666666667
146,20.772788322807415,19.78166666666667
147,20.772788322807415,19.636666666666667
148,20.772788322807415,19.491666666666667
149,20.772788322807415,19.346666666666668
150,23.28498130960079,19.8975
151,23.28498130960079,19.7525
152,23.28498130960079,19.607499999999998
153,23.28498130960079,19.462500000000002
154,23.28498130960079,19.317500000000003
155,23.659398793721255,19.868333333333336
156,23.659398793721255,19.72333333333334
157,23.659398793721255,19.578333333333337
158,23.659398793721255,19.433333333333337
159,23.659398793721255,19.288333333333338
160,23.659398793721255,19.839166666666667
161,23.659398793721255,19.694166666666668
162,23.659398793721255,19.549166666666665
163,23.659398793721255,19.404166666666665
164,23.659398793721255,19.25916666666667
165,20.110258689436257,20.120833333333334
166,20.110258689436257,19.975833333333334
167,20.110258689436257,19.83083333333333
168,20.110258689436257,19.68583333333333
169,20.110258689436257,19.540833333333335
170,20.110258689436257,20.091666666666665
171,20.110258689436257,19.946666666666665
172,20.110258689436257,19.801666666666666
173,20.110258689436257,19.656666666666666
174,20.110258689436257,19.511666666666667
175,20.110258689436257,20.0625
176,20.110258689436257,19.9175
177,20.110258689436257,19.772499999999997
178,20.110258689436257,19.627499999999998
179,20.110258689436257,19.482499999999998
180,20.110258689436257,20.033333333333335
181,20.110258689436257,19.888333333333335
182,20.110258689436257,19.743333333333332
183,20.110258689436257,19.598333333333336
184,20.110258689436257,19.453333333333337
185,20.110258689436257,20.004166666666663
186,20.110258689436257,19.859166666666667
187,20.110258689436257,19.714166666666664
188,20.110258689436257,19.569166666666664
189,20.110258689436257,19.424166666666665
190,20.110258689436257,19.975
191,20.110258689436257,19.830000000000002
192,20.110258689436257,19.685
193,20.110258689436257,19.54
194,20.110258689436257,19.395000000000003
195,20.110258689436257,19.945833333333333
196,20.110258689436257,19.800833333333333
197,20.110258689436257,19.655833333333334
198,20.110258689436257,19.510833333333334
199,20.110258689436257,19.365833333333335
200,20.772788322807415,19.916666666666668
201,20.772788322807415,19.77166666666667
202,20.772788322807415,19.626666666666665
203,20.772788322807415,19.481666666666666
204,20.772788322807415,19.336666666666666
205,23.28498130960079,19.8875
206,23.28498130960079,19.7425
207,23.28498130960079,19.597499999999997
208,23.28498130960079,19.4525
209,23.28498130960079,19.3075
210,23.659398793721255,19.858333333333334
211,23.659398793721255,19.71333333333334
212,23.659398793721255,19.568333333333335
213,23.659398793721255,19.423333333333336
214,23.659398793721255,19.278333333333336
215,23.659398793721255,19.829166666666666
216,23.659398793721255,19.684166666666666
217,23.659398793721255,19.539166666666663
218,23.659398793721255,19.394166666666663
219,23.659398793721255,19.249166666666667
220,20.110258689436257,20.120833333333334
221,20.110258689436257,19.975833333333334
222,20.110258689436257,19.83083333333333
223,20.110258689436257,19.68583333333333
224,20.110258689436257,19.540833333333335
225,20.110258689436257,20.091666666666665
226,20.110258689436257,19.946666666666665
227,20.110258689436257,19.801666666666666
228,20.110258689436257,19.656666666666666
229,20.110258689436257,19.511666666666667
230,20.110258689436257,20.0625
231,20.110258689436257,19.9175
232,20.110258689436257,19.772499999999997
233,20.110258689436257,19.627499999999998
234,20.110258689436257,19.482499999999998
235,20.110258689436257,20.033333333333335
236,20.110258689436257,19.888333333333335
237,20.110258689436257,19.743333333333332
238,20.110258689436257,19.598333333333336
239,20.110258689436257,19.453333333333337
240,20.110258689436257,20.004166666666663
241,20.110258689436257,19.859166666666667
242,20.110258689436257,19.714166666666664
243,20.110258689436257,19.569166666666664
244,20.110258689436257,19.424166666666665
245,20.110258689436257,19.975
246,20.110258689436257,19.830000000000002
247,20.110258689436257,19.685
248,20.110258689436257,19.54
249,20.110258689436257,19.395000000000003
250,20.110258689436257,19.945833333333333
251,20.110258689436257,19.800833333333333
252,20.110258689436257,19.655833333333334
253,20.110258689436257,19.510833333333334
254,20.110258689436257,19.365833333333335
255,20.772788322807415,19.916666666666668
256,20.772788322807415,19.77166666666667
257,20.772788322807415,19.626666666666665
258,20.772788322807415,19.481666666666666
259,20.772788322807415,19.336666666666666
260,23.28498130960079,19.8875
261,23.28498130960079,19.7425
262,23.28498130960079,19.597499999999997
263,23.28498130960079,19.4525
264,23.28498130960079,19.3075
265,23.659398793721255,19.858333333333334
266,23.659398793721255,19.71333333333334
267,23.659398793721255,19.568333333333335
268,23.659398793721255,19.423333333333336
269,23.659398793721255,19.278333333333336
270,23.659398793721255,19.829166666666666
271,23.659398793721255,19.684166666666666
272,23.659398793721255,19.539166666666663
273,23.659398793721255,19.394166666666663
274,23.659398793721255,19.249166666666667
275,20.110258689436257,20.110833333333336
276,20.110258689436257,19.965833333333336
277,20.110258689436257,19.820833333333333
278,20.110258689436257,19.675833333333333
279,20.110258689436257,19.530833333333337
280,20.110258689436257,20.081666666666667
281,20.110258689436257,19.936666666666667
282,20.110258689436257,19.791666666666668
283,20.110258689436257,19.64666666666667
284,20.110258689436257,19.50166666666667
285,20.110258689436257,20.052500000000002
286,20.110258689436257,19.907500000000002
287,20.110258689436257,19.7625
288,20.110258689436257,19.6175
289,20.110258689436257,19.4725
290,20.110258689436257,20.023333333333337
291,20.110258689436257,19.878333333333337
292,20.110258689436257,19.733333333333334
293,20.110258689436257,19.58833333333334
294,20.110258689436257,19.44333333333334
295,20.110258689436257,19.994166666666665
296,20.110258689436257,19.84916666666667
297,20.110258689436257,19.704166666666666
298,20.110258689436257,19.559166666666666
299,20.110258689436257,19.414166666666667
300,20.110258689436257,19.965000000000003
301,20.110258689436257,19.820000000000004
302,20.110258689436257,19.675
303,20.110258689436257,19.53
304,20.110258689436257,19.385000000000005
305,20.110258689436257,19.935833333333335
306,20.110258689436257,19.790833333333335
307,20.110258689436257,19.645833333333336
308,20.110258689436257,19.500833333333336
309,20.110258689436257,19.355833333333337
310,20.772788322807415,19.90666666666667
311,20.772788322807415,19.76166666666667
312,20.772788322807415,19.616666666666667
313,20.772788322807415,19.471666666666668
314,20.772788322807415,19.326666666666668
315,23.28498130960079,19.8775
316,23.28498130960079,19.7325
317,23.28498130960079,19.5875
318,23.28498130960079,19.442500000000003
319,23.28498130960079,19.297500000000003
320,23.659398793721255,19.848333333333336
321,23.659398793721255,19.70333333333334
322,23.659398793721255,19.558333333333337
323,23.659398793721255,19.413333333333338
324,23.659398793721255,19.268333333333338
325,23.659398793721255,19.819166666666668
326,23.659398793721255,19.674166666666668
327,23.659398793721255,19.529166666666665
328,23.659398793721255,19.384166666666665
329,23.659398793721255,19.23916666666667
330,20.06615450461062,20.200833333333335
331,20.06615450461062,20.055833333333336
332,20.06615450461062,19.910833333333333
333,20.06615450461062,19.765833333333333
334,20.06615450461062,19.620833333333337
335,20.06615450461062,20.171666666666667
336,20.06615450461062,20.026666666666667
337,20.06615450461062,19.881666666666668
338,20.06615450461062,19.736666666666668
339,20.06615450461062,19.59166666666667
340,20.06615450461062,20.142500000000002
341,20.06615450461062,19.997500000000002
342,20.06615450461062,19.8525
343,20.06615450461062,19.7075
344,20.06615450461062,19.5625
345,20.06615450461062,20.113333333333337
346,20.06615450461062,19.968333333333337
347,20.06615450461062,19.823333333333334
348,20.06615450461062,19.678333333333338
349,20.06615450461062,19.53333333333334
350,20.06615450461062,20.084166666666665
351,20.06615450461062,19.93916666666667
352,20.06615450461062,19.794166666666666
353,20.06615450461062,19.649166666666666
354,20.06615450461062,19.504166666666666
355,20.06615450461062,20.055000000000003
356,20.06615450461062,19.910000000000004
357,20.06615450461062,19.765
358,20.06615450461062,19.62
359,20.06615450461062,19.475000000000005
360,20.06615450461062,20.025833333333335
361,20.06615450461062,19.880833333333335
362,20.06615450461062,19.735833333333336
363,20.06615450461062,19.590833333333336
364,20.06615450461062,19.445833333333336
365,20.728684137981777,19.99666666666667
366,20.728684137981777,19.85166666666667
367,20.728684137981777,19.706666666666667
368,20.728684137981777,19.561666666666667
369,20.728684137981777,19.416666666666668
370,22.99147042487644,19.9675
371,22.99147042487644,19.8225
372,22.99147042487644,19.6775
373,22.99147042487644,19.532500000000002
374,22.99147042487644,19.387500000000003
375,23.365887908996903,19.938333333333336
376,23.365887908996903,19.79333333333334
377,23.365887908996903,19.648333333333337
378,23.365887908996903,19.503333333333337
